,summary,correct,rouge1,rouge2,rougeL,rougeLsum
322,"Alevitter er en gruppe sjiamuslimer i Tyrkia, i den sørøstlige delen av landet.
De tilhører den såkalte alawitt-gruppen.","Alevitter, eller alevier, er medlemmer av et tyrkisk religionssamfunn med røtter i sjiaislam.
Antallet alevi-muslimer i Tyrkia er usikkert, men trolig utgjør de 15–20 prosent av befolkningen.",29.6296,3.8462,22.2222,25.9259
323,"Art nouveau er en dekorativ stil som oppsto i Europa på slutten av 1890-tallet.
Stilen kjennetegnes av en linjerytme som ingen annen stil tidligere hadde utviklet.","Art nouveau er en stilbevegelse som oppsto på 1890–tallet, hvor hovedideen var å skape kunst basert på naturlige former.
Dette grunnkonseptet ble delvis arvet fra William Morris og The Arts and Crafts Movement og var en reaksjon mot mekaniseringen og industrialiseringen som preget det moderne samfunnet.
Et særlig kjennetegn for art nouveau var bruken av kurvede linjer som etterlignet formene til planter og blomster.",28.2609,11.1111,26.087,28.2609
324,"Beauharnais var en fransk offiser og politiker.
Han var sønn av Napoleon 1 og prinsesse Augusta Amalia av Bayern.","Eugène de Beauharnais var en fransk statsmann.
Han var sønn av Alexandre Beauharnais og Joséphine, som ble fransk keiserinne gjennom sitt ekteskap med Napoleon Bonaparte, og bror av Hortense Beauharnais.",49.0566,27.451,45.283,45.283
325,Dyrevern er et sosialt engasjement med formål om å forsvare dyrs interesser.,"Dyrevern er virksomhet og tiltak for å sikre human behandling av tamme og ville dyr, og for å hindre at dyr blir påført lidelser.",16.6667,5.8824,16.6667,16.6667
326,"Betongpumpe er en hydraulisk pumpe som brukes til å pumpe betong i et rørsystem.
Pumpen er utstyrt med hydrauliske sylindere som arbeider i motsatte retninger, slik at betongen strømmer ut i rørsystemet.",Betongpumpe er en pumpe eller et pressverk som skyver betong frem i en rørledning i en kontrollert strøm frem til støpestedet.,41.3793,7.1429,34.4828,27.5862
327,"Datogrensen er en grense mellom to tidssoner, som strekker seg fra øst til vest, og fra vest til øst.
Det er denne grensen man må passere når man reiser Jorden rundt, og man må trekke fra et døgn for hver gang man passerer en ny tidssone (hver 15. lengdegrad) for å få riktig sonetid.","Datogrensen er en tenkt linje fra Nordpolen til Sydpolen som adskiller områder med ulik dato.
Datogrensen ligger for det meste langs 180. lengdegrad, som går gjennom Stillehavet, men avviker fra denne for at sammenhørende øygrupper skal ha samme dato.",26.8041,4.2105,18.5567,20.6186
328,"Demmevasshytta er en turisthytte i Den Norske Turistforening (DNT) i Simadalen i Eidfjord kommune, Vestland fylke.
Hytta ble bygd i 1896 som anleggsbrakke av Kanalvesenet, da de skulle bygge en tunnel fra Nedre Demmevatn til Hardangerjøkulen.","Demmevasshytta er en ubetjent DNT-hytte vest for Hardangerjøkulen, oppført i 1896.
Hytta drives av DNT Oslo og Omegn (del av Den Norske Turistforening) og ligger i Eidfjord kommune, i Vestland fylke, 1311 meter over havet.",50.6667,24.6575,32.0,45.3333
329,Alpine foldesoner er en geologisk sone som strekker seg over store deler av Jordens overflate.,Alpine foldesoner er en fellesbetegnelse for alle de fjellkjedene som ble dannet samtidig med Alpene i siste del av mesozoikum og i tertiær.,30.7692,16.2162,30.7692,30.7692
330,"Eidsdalsdalen er en dal i Norddal kommune i Møre og Romsdal.
Dalen strekker seg fra fjorden i sørøst til Åndalsnes i vest.","Eidsdal er et dalføre og tettbebyggelse i Norddal kommune, Møre og Romsdal, på sørsiden av Norddalsfjorden på Sunnmøre.
Tettbebyggelsen ligger ved fjorden.
Dalføret strekker seg sørover ca.
12 km.
Eidsdal har atskillig turisttrafikk.",37.5,19.3548,34.375,37.5
331,"Kloning er å fremstille et nytt individ fra en celle, for eksempel ved å dele et tidlig embryo og produsere kloner av det opprinnelige individet.","Kloning er formering som gir arvemessig identiske individer, altså kloner.
Innen genteknologi er kloning er et begrep som brukes om frembringelse av en mengde identiske DNA-molekyler.",28.0,4.1667,20.0,24.0
332,"Bord er et redskap som brukes i forbindelse med matlagning.
Det er vanlig å bruke bordet til å dekke bordets plass i stua.
Det finnes mange forskjellige typer bord, men det er svært vanskelig å si noe sikkert om hvor lenge bordet har vært i bruk.","Bord er et møbel bestående av en plate med understell, som ben eller bukker.
Bordet har hatt ulike funksjoner, som lange bord som folk ble benket rundt og spiste og drakk ved i gjestebud og andre særlige anledninger, eller mindre bord som de spiste ved til daglig, som serveringsbord, bord til å sette bort ting på og så videre.",18.8679,5.7692,13.2075,16.9811
333,"William Blake var en britisk dikter og maler.
Han regnes som en av de mest betydningsfulle representantene for den viktorianske realismen.
Blake er særlig kjent for sine profetiske bøker, The Book of Thel (1789), The Marriage of Heaven and Hell (1795), Milton (1795) og The Song of Los (1797).","William Blake var en britisk dikter, maler og raderer.
Han var en av de merkeligste skikkelser i engelsk litteratur og kunst, uforstått av sin samtid, den første store romantiker, og samtidig et geni som unndrar seg klassifisering.
Mange av hans mindre dikt, som The Tiger og Jerusalem, er allemannseie.
Hans større verker er meget vanskelige.
De har i nyere tid tiltrukket mange forskere.",29.0598,12.1739,23.9316,29.0598
334,"Bioprospektering er leting etter nye legemidler fra naturlige organismer, for eksempel stoffer som kan brukes i kjemisk industri eller tilsetningsstoffer i matvarer.","Bioprospektering er å lete i naturen etter nyttige forbindelser (stoffer), som kan brukes for eksempel som nye legemidler (medisiner).",65.0,36.8421,40.0,40.0
335,"Den som graver en grav, faller selv i den, den som ruller en stein, får den over seg.","Den som graver en grav for andre, faller selv i den er en talemåte som advarer mot å legge feller og om at planen ofte slår tilbake på den som prøver å ødelegge for andre.",47.2727,30.1887,43.6364,43.6364
336,"Brage er et petroleumsfelt på norsk kontinentalsokkel.
Feltet ligger i blokk 7/11 i Oseberg-området.","Brage er et olje- og gassfelt i nordlige del av Nordsjøen, øst for Osebergfeltet.
Feltet ligger i blokkene 30/6, 31/4 og 31/7 og vanndypet i området er cirka 140 meter.",38.4615,20.0,38.4615,38.4615
337,"Fernando Henrique Cardoso var en brasiliansk politiker og politiker for det sosialdemokratiske partiet PSDB.
Han var Brasils president i perioden 1994–2003.",Fernando Henrique Cardoso er en brasiliansk akademiker og tidligere politiker som var president i Brasil fra 1995 til 2002 for det sosialdemokratiske partiet Partido da Social Democracia Brasileira (PSDB).,62.7451,28.5714,47.0588,58.8235
338,"Bergens kalvskinn er en jordebok for Bergen bispedømme.
Den ble utgitt av Aslak Bolt i 1739, og er den eldste bevarte jordeboken i Norge.","Bergens kalvskinn er en jordebok, et register over geistlige jordeiendommer, for Bergen bispedømme fra omkring 1350.",42.8571,35.0,42.8571,42.8571
339,"Bangka er en øy i Indonesia, i provinsen Bangka-Belitung.
Øya ligger i den nordøstlige delen av Sumatra.
Bangka har et areal på 88 kvadratkilometer.","Bangka er en øy i Indonesia, øst for Sumatra, skilt fra denne øya ved det smale Bangkastredet.
Øya har et areal på 11 330 kvadratkilometer og har 1 146 581 innbyggere (2021).
De fleste innbyggerne er muslimske malayer.
Største by er Pangkal Pinang med 216 893 innbyggere (2020).",34.6667,21.9178,32.0,34.6667
340,"Darre er en norsk adelsslekt.
Slekten er kjent siden middelalderen.","Darre er tre norske slekter; en adelsslekt, en slekt etter rådmann i Trondheim Christopher Bjørnssøn og en nålevende slekt.",30.303,6.4516,24.2424,24.2424
341,"Aikido er en japansk kampsport som ble utviklet rundt 1920 av Morihei Ueshiba (1883–1969).
Treningen er basert på teknikker kjent fra mange hundre år tilbake.","Aikido er et japansk selvforsvarssystem hvor man gjennom sirkulære bevegelser søker å utnytte angriperens egen kraft og bevegelse for å uskadeliggjøre ham.
Dette gjøres ved bruk av grep, kast, vridninger og låsninger.
Enkelte teknikker involverer også slag, støt og grep.
Spark er lite brukt.
I aikido finnes bare forsvarsteknikker, og man bruker aldri egen styrke mot motstanderens krefter.",13.6364,2.3256,11.3636,13.6364
342,"Antarktispetrell er en fugleart i stormfuglfamilien.
Den er en av de største fuglene på det antarktiske kontinentet.","Antarktispetrell er en art i stormfuglfamilien.
Den er brun og hvit, lengden er ca.
45 cm og vekt 500–700 gram.",35.8974,27.027,35.8974,35.8974
343,"Centrum-Demokraterne er et dansk politisk parti.
Partiet ble stiftet i 1973, og har vært medlem av Folketinget i perioden 1973–1989.","Centrum-Demokraterne var et dansk politisk parti, grunnlagt i 1973 som utbryterparti fra Socialdemokratiet, nedlagt i 2008.
Partiet hadde en sosialradikal profil, men var kultur- og utenrikspolitisk konservativt.",43.1373,20.4082,35.2941,43.1373
344,"George Phillips Bond var en amerikansk astronom.
Han var en av grunnleggerne av Harvard-observatoriet.","William Cranch Bond var en amerikansk astronom og Harvard-observatoriets første direktør.
Han utførte utstrakte studier av planeter, solflekker og tåker.",45.0,26.3158,35.0,45.0
345,Neil Armstrong var en amerikansk astronaut som var den første til å foreta en månelanding med Apollo 11.,"Neil Armstrong var en amerikansk astronaut.
Armstrong var fartøysjef på Apollo 11, og ble 21. juli 1969 klokken 03:56 norsk tid det første menneske som satte fotavtrykk på Månens overflate.
Landingen i Stillhetens hav på Månen hadde skjedd 20. juli klokken 21:18.",38.806,21.5385,29.8507,29.8507
346,"Anti- er et prefiks som betyr at noe er mot noe, for eksempel i motsetning til et annet.","Anti- er en forstavelse som betyr overfor eller mot.
Anti brukes også som preposisjon med samme betydning.",28.5714,12.1212,28.5714,28.5714
347,"Åsmulfoss kraftverk er et vannkraftverk i Namsen i Trøndelag.
Kraftverket ligger i kommunene Namsskogan og Grong.","Åsmulfoss kraftverk er et elvekraftverk i Namsenvassdraget (Namsen), Grong kommune, Trøndelag.
Hovedvassdrag er Namsenvassdraget, som omfatter vassdrag i Trøndelag, Nordland og Sverige.",53.6585,25.641,48.7805,53.6585
348,"Arkiv er en fellesbetegnelse for alle former av informasjon som er organisert for langtidsbevaring.
Arkiver er dokumenter som er skapt i én virksomhet og som er gjenstand for arkivtjenestens oppgaver.","Arkiv er dokumenter eller informasjon som er skapt eller mottatt av fysiske eller juridiske personer, arkivskapere, som ledd i deres virksomhet.
Begrepet arkiv kan også stå for den lokalet hvor arkiv blir oppbevart; den funksjon i en virksomhet som utfører arkivoppgaver, arkivtjeneste; eller et organ som tar imot arkiver fra ulike virksomheter, oppbevarer, forvalter og stiller disse til rådighet for bruk, en arkivinstitusjon.",35.7895,10.7527,23.1579,27.3684
349,"Bø er ein kommune i Telemark fylke.
Kommunen vart oppretta i 1837, og vart slått saman med Seljord i 2020 til Midt-Telemark kommune.","Bø var ein kommune i tidlegare Telemark fylke.
Han vart slått saman med Sauherad til Midt-Telemark kommune i 2020 og vart samtidig ein del av Vestfold og Telemark fylke.
Samanslåinga var del av ei landsomfattande kommunereform.",59.375,38.7097,46.875,50.0
350,"Bajkal er en innsjø i Russland som ligger i den sørlige delen av Uralfjellene.
Innsjøen har et areal på 88 kvadratkilometer og er den største innsjøen i Kaukasus.","Bajkal er en innsjø i Russland, i det sørøstlige Sibir.
Bajkal er den største ferskvannssjøen i Eurasia og verdens dypeste innsjø.
Arealet er 31 500 km2, og beliggenheten er 455 moh.
Største målte dyp er 1680 meter (tidligere målt til 1620 meter).
Sjøen er beregnet å inneholde 1/5 av verdens forsyning av ferskvann.",38.7097,19.7802,30.1075,36.5591
351,"Christian August Anker var en norsk bergmann og industripioner.
Han var en av Norges første gruvegründere og en av grunnleggerne av Den Ankerske marmorforretning.","Christian August Anker var en norsk forretningsmann, pioner innen norsk treforedling og industriell bergverksdrift.",35.0,26.3158,35.0,35.0
352,"Berenike I var en gresk dronning i Det gamle Egypt.
Hun var datter av Ptolemaios 1.","Berenike 1. var en egyptisk dronning og hustruen til kong Ptolemaios 1 Soter, som var konge i Det gamle Egypt i perioden 305 til 285 fvt.",57.1429,25.0,38.0952,47.619
353,"Bakke kloster var et benediktinerkloster på Bakklandet i Asker kommune, Viken fylke.
Klosteret ble grunnlagt i 1100.","Bakke kloster er et tidligere nonnekloster i Trondheim.
Det lå på østsiden av Nidelva litt ovenfor dennes utløp i Trondheimsfjorden.",31.5789,5.5556,26.3158,31.5789
354,"Frank Aarebrot er en norsk statsviter.
Han er særlig kjent som valgforsker og politisk kommentator.","Frank Aarebrot var en norsk samfunnsforsker og professor i sammenliknende politikk ved Universitetet i Bergen.
Aarebrot var særlig kjent som valgforsker, politisk kommentator og formidler.",57.1429,35.0,52.381,57.1429
355,"Afrikansk-amerikansk musikk er musikkformer som i hovedsak er inspirert av afrikansk kultur.
De viktigste afrikanske musikkformene finnes i de latinamerikanske landene og i Vestindia.","Afrikansk-amerikansk musikk er et fellesnavn på de mange musikktypene skapt blant folkegrupper av afrikansk avstamning i Amerika.
Viktige sjangere i den internasjonale populærmusikken som blues, jazz, pop, rock og hiphop utviklet seg fra afrikansk-amerikansk musikk.",38.0952,13.1148,25.3968,34.9206
356,"Bangladeshs økonomi er svært avhengig av internasjonal bistand for å utvikle seg.
Landet har vært blant verdens fattigste land siden andre verdenskrig, og har hatt en jevn økonomisk vekst de siste tiårene.
Den økonomiske veksten har imidlertid vært svakere enn i nabolandene Nepal og Bhutan.","Bangladeshs økonomi har vokst omtrent seks prosent per år siden 2005 til tross for lengre perioder med politisk ustabilitet, dårlig infrastruktur, endemisk korrupsjon, utilstrekkelig strømforsyning og langsom implementering av økonomiske reformer.
Selv om mer enn halvparten av BNP genereres gjennom tjenestesektoren, er nesten halvparten av bangladesherne ansatt i landbrukssektoren, med ris som det viktigste enkeltproduktet.",20.9524,1.9417,15.2381,20.9524
357,"Amfiktyoni var et forsamlingslokale i den greske antikken, som ble holdt omkring Apollons tempel i Delfi til de pythiske leker.","Amfiktyoner var stammeforbund i det gamle Hellas, der utsendinger fra flere folkestammer kom sammen ved en helligdom til bestemt tid til en religiøs fest og rådslagning om fellesanliggender, vern om helligdommen og så videre.",10.7143,0.0,10.7143,10.7143
358,"Mary Chapin Carpenter er en amerikansk countrysanger og låtskriver.
Hun er en av USAs mest populære countryartister.","Mary Chapin Carpenter er en amerikansk sanger, komponist og gitarist i grenselandet mellom folk, poprock og countrymusikk.",38.8889,29.4118,38.8889,38.8889
